which is the best restaurant in High Street?	1	True
High Street have three luxurious restaurant, you can try any one.	2	False
you can try marle inn luxurious restaurant in High Street	1	False
my suggestion is to you try tr inn luxurious restaurant in High Street	3	False
do you know any luxurious restaurant in High Street	1	True
coud you suggest a luxurious restaurant in High Street	1	True
do you have any recommodation for luxurious resaurant in High Street	3	True
any suggestion on must-try luxurious restaurants in High Street?	1	True
what luxurious restaurants do you know in High Street?	0	True
do you have any recommendation on what luxurious restaurant we must try in High Street?	0	True
which quality restaurant should I use in High Street	0	True
what fast food chain should I use in High Street	0	False
what top nortch restaurant should I use in High Street	1	False
recomend me all luxurius rstaurants in High Street	4	False
tell me any luxurius place to eat in High Street	2	False
name all luxurious places to eat in High Street	1	False
I would like to try an upscale eatery on High Street	0	False
do you have a suggestion for an opulent bistro on High Street?	0	True
I would like to try the new sushi bar on High Street	0	False
what sumptuous eatery could I try on High Street	0	False
which lux dining place should I eat at on High Street?	0	True
I'm looking to try a luxurious diner on High Street	0	False
High Street restaurant suggestions	0	False
best High Street restaurants	0	False
which High Street restaurants are the best	0	False
do not suggest to me some bistro but a luxurious restaurant in High Street that I can attempt?	3	True
tell me a luxurious eatery in High Street and if I can give_it_whirl?	1	True
I want you to mention some luxuriously opulent eatery in High Street for me to try?	1	True
which chophouse restaurant should I try in High Street	0	True
which pizzeria should I try in High Street	0	True
which restaurant should I try in High Street	0	True
show me the luxury restaurants on the High Street	0	False
which are the expensive restaurants on the High Street	0	True
on the High Street which restaurants are luxurious	1	False
which restaurant serving palatable menus should I go in High Street	0	True
I need a restaurant in High Street serving sumptuous menus	0	False
find me a five star restaurant in High Street	0	False
eat_establishment in High Street	0	False
deluxe restaurant should I try in High Street	0	False
opulence restaurant should I try in High Street	0	False
I want reviews for McDonald at Kensington st.	1	False
show me some opinions about the McDonalds at Kensington st.	1	False
show me some reviews for McDonald at Kensington st.	0	False
show me evualuations of users for the McDonald at Kensington st.	2	False
I want reviews g for McDonald at Kensington st.	1	False
I want for reviews for McDonald at Kensington st.	0	False
I want reviegws for McDonald at Kensington st.	1	False
I want to do reviews for McDonald's in Kensington st.	0	False
I would like to do reviews for McDonald's in Kensington st.	0	False
I could do reviews for McDonald's in Kensington st.	0	False
location of McDonald in Kensington st.	0	False
recommendations of McDonald en Kensington st.	0	False
McDonald in Kensington st.	0	False
urgently prepare reviews for McDonald at Kensington st.	0	False
for McDonald at Kensington st. I need feedback	0	False
when will the reviews for McDonald at Kensington st.	0	False
I want opinions for McDonald at Kensington st.	0	False
I want to know what people think about McDonald at Kensington st.	0	False
I need different opinions for McDonald at Kensington st.	0	False
could you send me the reviews for McDonald at Kensington st.	0	False
is there any review for McDonald at Kensington st. in internet	0	True
do you know any blog to find a review for McDonald at Kensington st.	0	False
I look for McDonald's reviews in Kensington st.	0	False
I require reviews for McDonald's in Kensington st.	1	False
I need reviews for McDonald's in Kensington st.	1	False
what are reviews for McDonald Kensington st.	1	False
is there any review available for McDonald Kensington st.	0	False
how is services at McDonald Kensington st.	0	False
I need reviews for McDonald at Kensington st.	1	False
I want to see reviews for McDonald at Kensington st.	0	False
I wish to see reviews for McDonald at Kensington st.	0	False
where can I find reviews for the McDonald on Kensington st.	0	False
are the reviews for McDonald on Kensington st. any good?	0	True
I want to get some reviews for the McDonald on Kensington st.	0	False
can you show me Kensington st. McDonald reviews	0	True
show me a reviewer comments for Kensington st. McDonald	0	False
I wish to see a review for the Kensington st. McDonald	0	False
I have some experience reviews for McDonald at Kensington st.	0	False
I want to tell you about McDonald at Kensington st.	0	False
I have very good review for McDonald at Kensington st.	1	False
McDonald reviews at Kensington st.	0	False
opinions of McDonald Kensington st.	0	False
views of McDonald Kensington st.	0	False
demonstrate reviews for McDonald at Kensington st.	0	False
release reviews for McDonald at Kensington st	0	False
go for reviews for McDonald at Kensington st	0	False
show me a review for McDonald on Kensington st.	0	False
reviews for the Kensington st. McDonald	0	False
what do the critics say about the McDonald on Kensington st.	0	False
I would like updates for McDonald at Kensington st.	0	False
send me some assessments for McDonald at Kensington st.	0	False
when should I expect to receive the critique for McDonald at Kensington st.	0	False
need McDonald at Kensington st reviews	2	False
find reviews for McDonald on Kensington st	0	False
locate mcdaonald on Kensington st reviews	1	False
I want to make some good reviews for McDonald's in Kensington st.	0	False
I should have a lot of reviews for McDonald's in Kensington st.	0	False
I hope to make excellent reviews for McDonald's in Kensington st.	0	False
I want feedbacks for McDonald at Kensington st.	0	False
I need reviews for McDonald at Kensington st.	1	False
I need feedback for McDonald at Kensington st.	0	False
search for some restos near Sydney	1	False
get a list of some restaurants near Sydney	0	False
give me a list of restaurants near Sydney	0	False
which restaurants do you suggest new Sydney	0	True
find a resto near Sydney	1	False
locate a rest near Sydney	0	False
get a rest near Sydney	0	False
restos near Sydney	1	False
give me some restos near Sydney	1	False
list some restos near Sydney	1	False
is there any good restaurants available near Sydney?	0	True
Sydney is very good place for restaurent	2	False
give me best restaurant list near to Sydney	0	False
I'm searching for a hotel near Sydney	0	False
I want to rest near Sydney	0	False
I'm booking near Sydney	0	False
where can I look for a rest in Sydney?	0	True
which is the rest closer to Sydney?	0	True
what are the remains near Sydney?	0	True
we could look for a rest near Sydney	0	False
where could I look for a rest near Sydney	0	True
recommends me where I could look for a rest near Sydney	0	False
find me a couple os restos around Sydney area	1	False
look for restaurants near Sydney	0	False
give me a list of restaurants in the area of Sydney	0	False
I need for some restos near Sydney	1	False
I find for some restos near Sydney	1	False
I finding for some restos near Sydney	2	False
look for some restos close to Sydney	1	False
seek fine restos to eat close to Sydney	1	False
find good restos near Sydney	2	False
find a restaurant near Sydney	0	False
find close by restaurant in Sydney	0	False
looking for a restaurant in the Sydney vicinity	0	False
look for a restaurant close to Sydney	0	False
I'm hunting for an eatery in nearby Sydney	0	False
I'm seeking a place to eat near Sydney	0	False
could you please search for restaurant near Sydney	0	True
I would like to know some good restaurant near to Sydney	0	False
kindly do search restaurant which is near to Sydney	0	False
seek_for a coffee shop in Sydney	0	False
search nearby places in the Sydney	0	False
search for close_by petrol pumps in Sydney	0	False
find some restos near Sydney	1	False
seek out some restos near Sydney	1	False
find a diner in Sydney	0	False
find a diner near Sydney	0	False
locate a restaurant near Sydney	0	False
find somewhere to eat in a neighborhood near Sydney	0	False
look for restaurants near Sydney	0	False
find restaurants near Sydney	0	False
seek nearby restaurants in Sydney	0	False
seek for some restos near Sydney	1	False
search for some restos close to Sydney	1	False
search for some bistro near Sydney	0	False
look for some restaurants close to Sydney	0	False
seek some restos around Sydney	2	False
find some restos in the vicinity of Sydney	1	False
greasy_spoon in Sydney	0	False
beside Sydney	0	False
hard_by Sydney	0	False
suggest a few nice photos about Opera House	1	False
a good Opera House	0	False
beautiful Opera House	0	False
great Opera House	0	False
suggest a photos of Opera House	2	False
give a suggestion on Opera House photos	0	False
suggest me a few good photos of Opera House	1	False
suggest a few nice photos about Opera House	1	False
suggest a few very nice photos about Opera House	1	False
suggest a few good photos about Opera House	1	False
show me nice Opera House photos.	0	False
I want to see nice Opera House photos.	0	False
open nice Opera House photos.	0	False
el frente es buen	0	False
la tarima sin duda	0	False
y la sala tambien	0	False
I love the Opera House	0	False
I haven't gotten a chance to see the Opera House	0	False
looking. forward to seeing the Opera House	0	False
how many nice photos you have in Opera House	1	False
I need a few nice photos of Opera House	1	False
we suggest you to see few nice photos of Opera House	1	False
let me be suggest a few nice photos about Opera House	2	False
can you suggest me a few nice photos of Opera House	1	True
please suggest me a few nice photos about Opera House	1	False
el fondo de mi casa	0	False
la sala es perfecta	0	False
la cosina es buena	0	False
carry back a shallow mindful photos hard by Opera House	0	False
resemble a short discriminating photos fast by Opera House	3	False
correspond a littlest blissful photos apropos Opera House	0	False
I would like to find some good photos of the Opera House	0	False
where can I find good photos of the Opera House	0	False
can you suggest a place to find pleasant photos of the Opera House	0	True
show nice Opera House images	0	False
good Opera House images	0	False
nice Opera House photos	0	False
suggest me some nice photos about Opera House	1	False
show me few nice photos about Opera House	2	False
tell me a few nice photos about Opera House	1	False
what is the name of the Opera House nearby?	0	True
indicate the name of the Opera House in the area where you reside	0	False
can you tell me which Opera House is this in this photo?	0	True
recommend a few nice photos of Opera House	1	False
show me a few nice photos of Opera House	1	False
refer me to a few nice photos of Opera House	1	False
show some photographs of an Opera House	0	False
find nice photos showing an Opera House	0	False
show me photographs about an Opera House	0	False
could you present us with a few nice photos of the Opera House	0	False
do you have any decent pictures of the Opera House	0	True
are there any nice photos of the Opera House that you would recommend?	0	True
lovely the Opera House	0	False
consider Opera House	0	False
discover Opera House	0	False
provide a few useful photo about Opera House	2	False
find few nice photos of Opera House	1	False
look for a few good photos about Opera House	1	False
can you find a pretty Opera House picture	0	True
the Opera House is an excellent venue for photos	0	False
I believe the Opera House would be perfect for photos	0	False
request a taxi from airport to home	0	False
coming from airport to home.	1	False
going to airport from home.	1	False
get back from airport to the home.	1	False
please send a taxi for home from airport	0	False
can you send a taxi from airport to home	0	True
can you send me a taxi for home , I am at airport.	2	False
request a taxi from airport to home please	1	False
I request a taxi from airport to home	0	False
request a taxi from airport to home now	1	False
a taxi from airport to home	0	False
taxi from airport to home	0	False
from airport to home	0	False
send for a taxi to take me home from the airport	0	False
I need a taxi from the airport to my home	0	False
find me an airport taxi to bring me home when my plane arrives	0	False
need a truck to carry table from airport to home	1	False
request to book car from airport to home	0	False
need a cup of coffee while leaving from airport to home	1	False
request a ride from airport to home	0	False
I need a taxi to drive me from airport to home	1	False
I need a ride from airport to home	0	False
my friends are coming airport to pick up me and drop my home	1	False
could you organize a taxi for me from airport to home?	1	True
first time, I am going outside from home to airport	1	False
request a taxi from airport to homeyt	1	False
request a taxi from airport to homev	2	False
request a taxi from airport to homem	2	False
I need a taxi from the airport to my home	0	False
a quick taxi please, guide me from the airport to my home	1	False
taxi from the airport to home as fast as possible	0	False
I would like to catch a cab from the airport to my home	0	False
can I request a taxi to take me to my home from the airport	0	True
I need to take a cab from the airport to my home	0	False
ask for a taxi from the airport to take me home	0	False
request a taxicab from the airport to my home	0	False
I require a taxi to pick me up at the airport and take me home	0	False
taxi from airport to home	0	False
need a taxi from airport to home	0	False
airport to home taxi service	0	False
hire a taxi from airport to home	0	False
I want to rent a taxi from airport to home	0	False
I need a taxi from airport to home	0	False
call a taxi from airport to home	0	False
a cab from airport to home	0	False
request a jitney from airport to home	0	False
please book a taxi from the airport to home	0	False
book a cab going from the airport to home	0	False
order a taxi cab to take me home from the airport	0	False
ask for a cabby to home from airport	1	False
seek a taxi coming home from airport	0	False
find a cabby riding from airport to home	1	False
petition a taxi from airport to home	0	False
request a taxicab from airport to home	0	False
request a cabdriver from airport to home	1	False
request a taxi from the airport home consider it done	1	False
request a taxi from the airport home for a request	0	False
request a taxi from the airport home to order food	0	False
Search for the topmost ranked 10 tweets containing "middle east	0	False
top 10 tweets contain middle east	0	False
middle east top 10 tweets	0	False
10 tweets releated to middle east	1	False
can you find the top rated 10 tweets that have "middle east" in them?	0	True
I would like to find the 10 top tweets referring to the "middle east".	0	False
I am looking for 10 tweets that have the words "middle east" and are ranked in the top.	0	False
top 10 middle east countries.	0	False
middle east is on top 10 list.	1	False
10 things to see in middle east.	1	False
remarkable 10 tweets witch cointain middle east	2	False
10 tweets with the word middle east	0	False
the 10 most important tweets about middle east	0	False
search for 10 tweets containing the words "middle east" that are ranked topmost.	0	False
provide me the list of 10 topmost ranked tweets containing "middle east".	0	False
perform a search of 10 tweets containing "middle east" that are ranked topmost	0	False
search top 10 middle east tweets	0	False
search twitter for top 10 middle east tweets	0	False
search twitter for 10 top ranked middle east tweets	0	False
what are top 10 tweets about middle east.	0	False
search top 10 tweets containing middle east.	0	False
show me top 10 tweets about middle east.	0	False
search for the 10 topmost ranked tweets containing "middle east"	0	False
search the 10 topmost ranked tweets containing "middle east"	0	False
search for the 10 topmost ranked tweets that containing "middle east"	0	False
the many strands of middle east diplomacy crossed paths last 10 days.	0	False
disturbances in the middle east often boost the price of oil past 10 years.	0	False
about 10 million filipinos work in the middle east.	0	False
find the top 10 tweets about the middle east.	0	False
locate the 10 top tweets that are in regards to the middle east.	1	False
search for the top 10 comm tweets that contain the reference middle east.	0	False
show highest 10 rated twitter comments about middle east	0	False
what are the 10 uppermost ranked middle east tweets	0	True
on twitter what are the 10 highest middle east tweets	0	False
searching for 10 top tweets having "middle east" in the title	0	False
looking for the 10 top tweets that have "middle east" info.	0	False
I'm seeking info on "middle east" from the 10 top tweets.	0	False
topmost ranked 10 tweets containing "middle east"	0	False
100 topmost ranked 10 tweets containing "middle east"	0	False
most popular topmost ranked 10 tweets containing "middle east"	0	False
look for the highest ranked 10 tweets with the middle east	1	False
seek the uppermost ranked 10 tweets containing middle east	0	False
search fr the top ranked 10 tweets with middle east in name	3	False
topmost ranked 10 tweets containing "middle east"	0	False
find topmost ranked 10 tweets containing "middle east"	0	False
show topmost ranked 10 tweets containing "middle east"	0	False
top 10 tweets about the middle east	0	False
most popular 10 tweets which refer to the middle east	0	False
search for the top 10 tweets on the topic of the middle east	0	False
look for the best 10 tweets containing middle east	0	False
search for the best 10 relevant tweets on middle east	0	False
find the ten most prominent tweets on middle east	0	False
find top ranked 10 tweets about the "middle east"	0	False
what are the top 10 ranked tweets containing "middle east"	1	True
read 10 topmost ranked tweets about "middle east"	0	False
in the big social station look for the top 10 tweets that contain "middle east"	0	False
we must have a higher content looking for the 10 best classified tweets that contain "middle east"	0	False
let's overcome the 10 top-ranked tweets that contain "middle east"	1	False
what are the top 10 middle east tweets?	0	True
what tweets about the middle east are in the top 10?	0	True
name the top 10 middle east tweets.	0	False
seek for flights from Tehran to Sydney	0	False
flights from Tehran to Sydney	0	False
looking for flights from Tehran to Sydney	0	False
what are flihts from Tehran to Sydney.	1	False
flight timings from Tehran to Sydney	0	False
our cheap flights from Tehran to Sydney will inspire you to plan the adventure you deserve.	0	False
how long it takes to travel from Tehran to Sydney	0	False
Tehran to Sydney on friday	0	False
Tehran to Sydney on	0	False
Tehran to Sydney on saturday	0	False
search for flights to Sydney from Tehran	0	False
look for Tehran to Sydney flights please	2	False
find flights going from Tehran to Sydney	0	False
show me Tehran to Sydney flights	0	False
what flights are available for Tehran to Sydney	0	False
tell me the Tehran to Sydney flight times	0	False
please find flights from Tehran to Sydney	0	False
give me details for flights from Tehran to Sydney	0	False
need to bok flights from Tehran to Sydney	1	False
I want to go to Tehran from Sydney	0	False
how long does it take a plane from Sydney to Tehran	0	True
I can not find a plane from Tehran to Sydney	0	False
look for tickets to fly from Tehran to Sydney	0	False
find me some flights from Tehran to Sydney	0	False
need you to look for a flight from Tehran to Sydney	1	False
search for flights from Tehran to Sydney	0	False
find me flights from Tehran to Sydney	0	False
look for flights from Tehran to Sydney	0	False
how many flights from Tehran to Sydney?	0	True
where can I search for flights from Tehran to Sydney	0	True
which companies fly from Tehran to Sydney?	0	True
search for flights from Tehran to Sydney	0	False
I need to book a flight from Tehran to Sydney	0	False
I would like to find a flight to Sydney departing from Tehran	0	False
search for flights to go from Tehran to Sydney	0	False
look for flights available from Tehran to Sydney	0	False
I would like flights available from Tehran to Sydney	0	False
search for flights from Tehran to Sydney	0	False
help_seeker for flights from Tehran to Sydney	0	False
tell me about for flights from Tehran to Sydney	0	False
I am searching for flight schedule from Tehran to Sydney	0	False
I would like to get flight details to Sydney from Tehran	0	False
could you find flight details between Tehran and Sydney	0	True
what flights from Tehran to Sydney	0	False
find flights from Tehran to Sydney	0	False
seek flights from Tehran to Sydney	1	False
find flights for Tehran to Sydney	1	False
what flights are available from Tehran to Sydney	0	False
I would like to fly for Tehran to Sydney, which flights are available	1	False
I need to book a flight from Tehran to Sydney	0	False
I need a direct flight from Tehran to Sydney	0	False
I am looking for flights from Tehran to Sydney	0	False
search for flights from Tehran to Sydney	0	False
hunt for flights from Tehran to Sydney	0	False
look for flights from Tehran to Sydney	0	False
look for flights to Sydney from Tehran	0	False
search for flights going from Tehran to Sydney	0	False
check for flights traveling to Sydney from Tehran	0	False
domestic_flight Tehran to Sydney	0	False
international flight from Tehran to Sydney	0	False
blind_flying from Tehran to Sydney	0	False
Any suggestions for a place to eat desserts in Newtown	0	False
give me a place to have desserts in Newtown	0	False
is there any place to have a dessert in Newtown?	0	True
get me a list of places where I can have a dessert in Newtown	0	False
recommend a place where they sell good desserts in Newtown	0	False
tell me a good dessert business in Newtown	0	False
you can tell me where I get a good dessert in Newtown	0	False
where can I eat desserts in Newtown?	0	True
some place of desserts in Newtown	0	False
in Newtown you can eat desserts	0	False
could you give me any suggestions for a place to eat desserts in Newtown?	0	True
who could give me any suggestions for a place to eat desserts in Newtown	0	True
could someone give me any suggestions for a place to eat desserts in Newtown	0	True
where are there good desserts near Newtown	0	True
where can I get dessert in Newtown	0	True
what is a popular place in the Newtown area for dessert	0	True
would you know any good place to eat desserts in Newtown?	0	True
any idea on where to have desserts in Newtown?	0	True
find me a good place to eat desserts in Newtown.	0	False
what is the best place to eat desserts in Newtown?	0	True
tell my some places to eat desserts in Newtown	1	False
what is the nearest place to eat desserts in Newtown?	0	True
I need a suggestion for a place to eat desserts in Newtown	0	False
I want a suggestion for a place to eat desserts in Newtown	0	False
I'm looking for a suggestion for a place to eat desserts in Newtown	0	False
do you know a place to eat desserts in Newtown	0	True
where is the best place to eat desserts in Newtown	0	True
do you have a recommandation to eat desserts in Newtown	1	False
any suggestions for the places to visit in Newtown	0	False
any suggestions for a best restaurant in Newtown	0	False
any suggestions for a good coffee in Newtown	0	False
who serves the best cheesecake in Newtown?	0	True
I would like to find the restaurant with the best deserts in Newtown?	1	True
at which restaurant in newton can I find the best chocolate cake?	0	True
can you suggest somewhere to eat a dessert in Newtown	0	True
do you have an idea where I can eat desserts in Newtown	0	False
I'm looking for a suggestion on where I could eat a dessert in Newtown	0	False
any advice on best desserts in Newtown	0	False
best places for desserts in Newtown	0	False
Newtown restaurants with the best desserts	0	False
place to eat desserts in Newtown	0	False
chocolate near Newtown	0	False
cheese cake in Newtown	0	False
a place to eat desserts in Newtown	0	False
a place to eat cake in Newtown	0	False
a place to eat coffee cake in Newtown	0	False
show places that serve desserts in Newtown	0	False
where can I get a dessert in Newtown	0	True
find places in Newtown that serve desserts	0	False
any proposal regarding where I can have desserts in Newtown	0	False
do you know an eatery where I can have desserts in Newtown	0	True
where in Newtown can you recommend for me to have desserts	0	True
do you have suggestions for a place to eat desserts in Newtown	0	False
are there any suggestions for a place to eat desserts in Newtown	0	True
can we get suggestions for a place to eat desserts in Newtown	0	True
any idea for where to eat desserts in Newtown	0	False
any idea for a place in Newtown to eat desserts	0	False
suggest an ideal place for desserts in Newtown	0	False
constructive_criticism Newtown	0	False
pizza_parlor Newtown	0	False
toss_around Newtown	0	False
search for cooking videos	0	False
cooking videos youtube	0	False
find cooking videos	0	False
cooking videos on web	0	False
top cooking videos	0	False
top most watch cooking videos	0	False
most top cooking videos	0	False
look for cooking videos	0	False
locate cooking videos	0	False
find cooking videos	0	False
search the internet for some good cooking videos.	0	False
search for some nice cooking video channels.	0	False
show me cooking videos.	1	False
find me cooking videos	1	False
where can I find cooking videos	0	True
look at me cooking videos	1	False
show me cooking videos	1	False
google cooking videos	0	False
find me some cooking videos	0	False
show me cooking videos	1	False
I want to see cooking videos	0	False
I want cooking videos	1	False
search for cooking ideas	0	False
show me cooking content	0	False
videos on how to learn cooking	0	False
cooking foods for long serves best	0	False
I was looking for the cooking menu book in the library	0	False
I just started cooking from today	0	False
find videos of cooking	0	False
show me video clips of cooking	0	False
looking for cooking vlogs	1	False
i am looking for cooking videos	0	False
find cooking videos	0	False
i would like to find video clips of people cooking	0	False
searching for cooking videos	0	False
let's see some cooking recordings	1	False
searching for some cooking clips	0	False
top most watching cooking videos	0	False
1000 top cooking videos	0	False
worlds best top cooking videos	0	False
i plan for video recording of my cooking.	0	False
in recent years, there has been a big hunt for cooking videos of most cuisines.	0	False
trying to learn cooking by watching a clip or footage is a waste of time.	1	False
cooking video	0	False
personal_video_recorder	0	False
find_lost_item	0	False
find me some cooking videos that teach how to pressure_cook	0	False
can you help me with searching videos on cooking brown_meat	0	True
look_for videos that focus on cooking basics like saute	0	False
cookingjjsabnkjnbsaj	0	False
cookingnnasknbcxvhsbxcanokasjpojkaspok	0	False
cookinghasmn xnaknsakonokm	0	False
search for cooking videossa	1	False
search for cooking videosas	1	False
search for cooking videosaa	1	False
look for cooking videos	0	False
hunt for cooking videos	0	False
seek for cooking videos	0	False
i want to find many cooking videos	0	False
i will try to catch cooking videos	0	False
on the internet you will find great cooking videos	1	False
how far is the closest cab	0	True
dadsddsdsdsdsaddsdsd	0	False
fddfdfdffggggg	0	False
aaaaasddddddsd	0	False
where can I find a cab	0	False
is there any cab available	0	False
I need a cab	0	False
what is distance of closest cab	1	True
can you tell me how far is closest cab	0	True
how much distance between here and closest cab	0	False
tell me how far away the closest cab is.	0	False
what is the distance of the closest cab?	0	True
how far away is the nearest taxi?	0	True
tell me how far it is to the nearest cab.	0	False
let me know the distance to the closest cab.	0	False
I want to know how far away the nearest cab is.	0	False
find the cabin near me	0	False
a cabin ten meters from me	0	False
where a cabin is located	0	False
how far is the closest cab from here	0	False
how long is the closest cab from here	0	False
how much distance far is the closest cab	0	False
how far away is the closest cab?	0	True
what is the distance from the nearest taxi?	0	True
how many miles away is the nearest cab?	0	True
how far is the closest cab how far is the closest cab	0	True
how far is the the closest cab	1	True
how far is the the closest cab is the the closest cab	1	True
what is the distance of the closest cab	0	True
what is location of the closest cab	1	True
where is the closest cab	0	True
how close is the nearest taxi	0	False
I would like to catch the nearest cab	0	False
how far in the nearest taxi	0	False
where is the nearest cab	0	True
how close is the nearest cab	0	False
location of the nearest cab	0	False
??????????????????	0	True
????????????????????	0	True
invalid no word underline please fix it	0	False
closest taxi	0	False
distance to nearest cab	0	False
how far is nearest cab	0	False
close_together	0	False
near	0	False
bus	0	False
is there any cab close_by?	0	True
how_long does it take to reach the closest cab from here?	0	True
can you tell me of a cab that is nearby?	0	True
how near is the closest cab	0	True
how far off is the closest jitney	0	True
how near is the closet cabby	0	True
where is the nearest taxi	0	True
how far is the cab	0	True
how far is the closest taxi	0	True
what is the distance of the closest taxi ?	1	True
how far is the cab which is nearby ?	1	True
how far away is the uber cab which is closer to me?	1	True
where is the closest cab	0	True
how far is the closest taxi	0	True
is a cab nearby	0	True
estimate the taxi fare from the airport to home	0	False
how much for taxi from airport to home	0	False
what are fare charges for taxi from airport to home	1	True
how much I have to pay for taxi from airport to home	1	False
airport to home is $50	0	False
airport to home is $38	0	False
airport to home is $56	0	False
how long it takes from shamshabad airport to my home	1	False
how far is shamshabad airport from my home	0	True
what is the distance between hyderabad international airport to my home	0	True
how much approximately is a taxi from the airport to home	0	True
what might the taxi fare be home from the airport	1	True
approximately how much will I pay for a taxi home from the airport	0	False
what will be the estimate fair from airport to home	2	True
please give me the estimate fair from airport to home	2	False
tell me the estimate fair from airport to home	2	False
find a taxi to take me home from the airport	0	False
how long does it take a taxi from home to the airport	0	True
that is expensive is the taxi ride from the airport to home	0	False
what is the fare of taxi from airport to home	0	True
tell me about fare from airport to home	0	False
you have high taxi fare airport to home	0	False
how much will it cost to take a taxi from airport to home	0	True
get me the price of a taxi from airport to home	0	False
what will it cost me on the average to take a taxi from airport to home	0	True
which is the rate of taxi from the airport up to my home	0	False
I need to know the rate of taxi from the airport up to my home	0	False
calculate the rate of taxi from the airport up to my home	0	False
what is the price of the taxi from the airport to home?	0	True
ask how much the taxi is worth from the airport to home	0	False
how much do you think the airport taxi is worth home?	0	True
calculate the cab fare from the airport to home	0	False
what would the taxi fare be from the airport to home	0	True
I need an estimate of the cab fare from the airport to my home	0	False
what is the estimated taxi fare from our airport to our home?	0	True
what is the taxi fare from the airport to our home	0	True
how much is the taxi fare from our airport to our home	0	True
tell me the taxi fare from the airport to home	0	False
what is the taxi fare from the airport to home	0	True
I know the taxi fare from the airport to home	0	False
how much is taxi fare from home to the airport	0	True
estimate taxi fare from the airport to home	0	False
calculate taxi fare from the airport to home	0	False
how much for a taxi from the airport to home	0	False
what will be the cab cost from the airport to home	0	True
find out the charge of a taxi to home from the airport	0	False
what do you predict to be the taxi fare to my home from the airport ?	1	True
how much would a cab charge me if I wanted to go from the airport to my home?	0	True
what is the standard fare from the airport to home?	0	True
how much will it cost me to get a taxi from the airport to home	0	True
what is the standard fare between the airport and home	0	True
predict the cost of a taxe from the airport to home	1	False
estimate the taxicab fare from airport to home	0	False
estimate price the taxi fare from airport to home	0	False
estimate the taxis fare from airport to home	1	False
any place to buy some fresh meat ?	1	True
give me some places to buy fresh meat	0	False
where can I buy fresh meat?	0	True
