@relation ParaFeedback
@attribute SemanticSimilarityFF0 numeric
@attribute SemanticSimilarityFF1 numeric
@attribute SemanticSimilarityFF2 numeric
@attribute SemanticSimilarityFF3 numeric
@attribute EditDistanceFF0 numeric
@attribute EditDistanceFF1 numeric
@attribute EditDistanceFF2 numeric
@attribute EditPositionFF0 numeric
@attribute EditPositionFF1 numeric
@attribute EditPositionFF2 numeric
@attribute TenseFF0 numeric
@attribute PronounFF0 numeric
@attribute PronounFF1 numeric
@attribute PronounFF2 numeric
@attribute QuestionFF0 numeric
@attribute WordsFF0 numeric
@attribute WordsFF1 numeric
@attribute SpellingFF0 numeric
@attribute SpellingFF1 numeric
@attribute SpellingFF2 numeric
@attribute GrammarFF0 numeric
@attribute CollocationFF0 numeric
@attribute ConfusedWordsFF0 numeric
@attribute PunctuationFF0 numeric
@attribute SemanticErrorFF0 numeric
@attribute MiscErrorFF0 numeric
@attribute NonStandardPhraseFF0 numeric
@attribute PositionFF0 numeric
@attribute LanguageFF0 numeric
@attribute Peer_SemanticSimilarityFF0_0 numeric
@attribute Peer_SemanticSimilarityFF1_0 numeric
@attribute Peer_SemanticSimilarityFF2_0 numeric
@attribute Peer_SemanticSimilarityFF3_0 numeric
@attribute Peer_EditDistanceFF0_0 numeric
@attribute Peer_EditDistanceFF1_0 numeric
@attribute Peer_EditDistanceFF2_0 numeric
@attribute Peer_EditPositionFF0_0 numeric
@attribute Peer_EditPositionFF1_0 numeric
@attribute Peer_EditPositionFF2_0 numeric
@attribute Peer_TenseFF0_0 numeric
@attribute Peer_LanguageFF0_0 numeric
@attribute Peer_QuestionFF0_0 numeric
@attribute Peer_SemanticSimilarityFF0_1 numeric
@attribute Peer_SemanticSimilarityFF1_1 numeric
@attribute Peer_SemanticSimilarityFF2_1 numeric
@attribute Peer_SemanticSimilarityFF3_1 numeric
@attribute Peer_EditDistanceFF0_1 numeric
@attribute Peer_EditDistanceFF1_1 numeric
@attribute Peer_EditDistanceFF2_1 numeric
@attribute Peer_EditPositionFF0_1 numeric
@attribute Peer_EditPositionFF1_1 numeric
@attribute Peer_EditPositionFF2_1 numeric
@attribute Peer_TenseFF0_1 numeric
@attribute Peer_LanguageFF0_1 numeric
@attribute Peer_QuestionFF0_1 numeric
@attribute label {answer,cheating,divergence,grammar,spelling,translate,valid}

@data
0.73570997,0.12437919028975568,0.6203165099689991,0.7322249236866646,13,0.6842105388641357,0.6000000238418579,1,0.3684210526315789,0.20512820512820512,4,1,1,1,1,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.16946150595865334,0.5123116,0.11968201444989861,0.6329293501508191,0.6570102994901678,10,0.5882353186607361,0.5,1,0.4117647058823529,0.2857142857142857,0,0.9761230700242501,1,0.74555814,0.203368496292243,0.7682496091942164,0.5004391715814905,13,0.7647058963775635,0.5,2,0.4117647058823529,0.2857142857142857,4,0.16946150595865334,1,valid
0.78134453,0.4334665981949714,0.8124342614182757,0.48886488004596235,6,0.31578946113586426,0.4000000059604645,1,0.5789473684210527,0.20512820512820512,4,1,1,1,1,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.16946150595865334,0.4680888,0.040545483078268114,0.6575339244206633,0.634145239008665,14,0.8235294222831726,0.75,1,0.4117647058823529,0.17142857142857143,0,0.9761230700242501,1,0.75518835,0.203368496292243,0.7682496091942164,0.5004391715814905,13,0.7647058963775635,0.5,1,0.4117647058823529,0.17142857142857143,4,0.16946150595865334,1,valid
0.85984707,0.7358580095199542,0.8667660799275874,0.26078363714780806,11,0.5,0.4000000059604645,1,0.7894736842105263,0.0,1,1,1,1,1,0,-3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9999984741031605,0.7050733,0.4873690395367585,0.8510797872380333,0.5639618180595797,13,0.4193548262119293,0.5555555820465088,2,0.7272727272727273,0.13333333333333333,1,0.9999972203239801,1,0.7595753,0.5922214105850895,0.8317696571610134,0.496969715688432,9,0.3461538553237915,0.4285714328289032,2,0.7727272727272727,0.1111111111111111,1,0.9974594934038921,1,valid
0.7820993,0.6533652655669835,0.8972701631259704,0.43878338560756985,12,0.3870967626571655,0.4444444477558136,1,1.0,0.0,1,1,1,1,1,4,-12,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.9999972203239801,0.7086762,0.4873690395367585,0.8510797872380333,0.5639618180595797,13,0.4193548262119293,0.5555555820465088,1,0.5161290322580645,0.1746031746031746,1,0.9999984741031605,1,0.6802684,0.6025754409339875,0.8834510637158463,0.4503072962059805,9,0.29032257199287415,0.4444444477558136,1,0.6451612903225806,0.1746031746031746,1,0.9974594934038921,1,valid
0.84849054,0.7275395262185694,0.9146210817139107,0.34503194054550573,7,0.26923078298568726,0.2857142984867096,1,1.0,0.0,1,1,1,1,1,2,-7,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.9974594934038921,0.7757978,0.5922214105850895,0.8317696571610134,0.496969715688432,9,0.3461538553237915,0.4285714328289032,1,0.6538461538461539,0.09433962264150944,1,0.9999984741031605,1,0.68358123,0.6025754409339875,0.8834510637158463,0.4503072962059805,9,0.29032257199287415,0.4444444477558136,1,0.7692307692307693,0.11320754716981132,1,0.9999972203239801,1,valid
0.8704778,0.8770448662791089,0.9085327533850969,0.22697046410641672,8,0.42105263471603394,0.4000000059604645,1,0.47368421052631576,0.0,1,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9999999916325132,0.9368394,0.7694449205579359,0.8913270689759752,0.2593480764979124,18,0.9473684430122375,1.0,1,0.42105263157894735,0.0,1,0.9741439087625091,1,0.734734,0.6426604566494954,0.839150294224509,0.5099182539187782,20,0.6451612710952759,0.7142857313156128,2,0.3684210526315789,0.3076923076923077,1,0.9999998870465708,1,valid
0.8907237,0.7323456641998648,0.894636451287222,0.24699721146550177,14,0.7368420958518982,0.800000011920929,2,0.42105263157894735,0.20512820512820512,1,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.9741439087625091,0.9392443,0.7694449205579359,0.8913270689759752,0.2593480764979124,18,0.9473684430122375,1.0,1,0.42105263157894735,0.28205128205128205,1,0.9999999916325132,1,0.6430196,0.5775746822227792,0.850317243785629,0.5079779916684146,21,0.6774193644523621,0.7142857313156128,2,0.42105263157894735,0.07692307692307693,1,0.9999998870465708,1,valid
0.6307114,0.61534115822166,0.8255886684930585,0.5328431123586566,20,0.6451612710952759,0.7142857313156128,2,0.42105263157894735,0.20512820512820512,1,1,1,1,1,2,-12,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.9999998870465708,0.6900933,0.6426604566494954,0.839150294224509,0.5099182539187782,20,0.6451612710952759,0.7142857313156128,1,0.22580645161290322,0.31746031746031744,1,0.9999999916325132,1,0.62913746,0.5775746822227792,0.850317243785629,0.5079779916684146,21,0.6774193644523621,0.7142857313156128,2,0.25806451612903225,0.31746031746031744,1,0.9741439087625091,1,valid
0.82517767,0.6995289622200016,0.9182698721930114,0.198537369682312,6,0.2857142984867096,0.20000000298023224,1,0.7894736842105263,0.10256410256410256,1,1,1,1,1,0,-2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9986080784810581,0.6205955,0.5928531601581175,0.8625412670963151,0.3448044493341446,14,0.5600000023841858,0.4000000059604645,2,0.5714285714285714,0.13953488372093023,1,0.9999850666103492,1,0.83327454,0.9020775164229433,0.9392470473270103,0.1462670749063492,8,0.29629629850387573,0.20000000298023224,1,0.8571428571428571,0.0,1,0.9999983139304511,1,valid
0.82771623,0.8824255643720136,0.9399249466135706,0.14626697699952126,8,0.3199999928474426,0.20000000298023224,1,0.8421052631578947,0.0,1,1,1,1,1,0,-6,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.9999850666103492,0.62804955,0.5928531601581175,0.8625412670963151,0.3448044493341446,14,0.5600000023841858,0.4000000059604645,2,0.48,0.0784313725490196,1,0.9986080784810581,1,0.8744772,0.7211273836164572,0.9039408604441448,0.1985373744277954,6,0.2222222238779068,0.20000000298023224,1,0.84,0.0784313725490196,1,0.9999983139304511,1,valid
0.6265248,0.6137224999548031,0.8395789335140236,0.3448045537002087,14,0.5185185074806213,0.4000000059604645,2,0.631578947368421,0.10256410256410256,1,1,1,1,1,0,-8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.9999983139304511,0.8244866,0.9020775164229433,0.9392470473270103,0.1462670749063492,8,0.29629629850387573,0.20000000298023224,1,0.6666666666666666,0.0,1,0.9986080784810581,1,0.8668,0.7211273836164572,0.9039408604441448,0.1985373744277954,6,0.2222222238779068,0.20000000298023224,1,0.7777777777777778,0.10909090909090909,1,0.9999850666103492,1,valid
0.66846955,0.627119785601079,0.8994638425897179,0.3701268149912823,12,0.4444444477558136,0.3333333432674408,2,0.631578947368421,0.10256410256410256,1,1,1,1,1,1,-8,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9986080784810581,0.63399506,0.44499217810534064,0.8417500087958993,0.5045910053159239,20,0.6666666865348816,0.5714285969734192,2,0.2962962962962963,0.18181818181818182,1,0.9999999999170199,1,0.7669928,0.8560580344859173,0.9306644427530221,0.2021519587107054,8,0.29629629850387573,0.3333333432674408,2,0.2962962962962963,0.18181818181818182,1,0.9999999996023294,1,valid
0.90508366,0.7864139891340958,0.9217065083479776,0.34732851440535606,11,0.36666667461395264,0.2857142984867096,1,0.5789473684210527,0.20512820512820512,1,1,1,1,1,2,-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.9999999999170199,0.6058495,0.44499217810534064,0.8417500087958993,0.5045910053159239,20,0.6666666865348816,0.5714285969734192,2,0.26666666666666666,0.3114754098360656,1,0.9986080784810581,1,0.6622384,0.5249811765669773,0.9012806903143873,0.3406259172935594,18,0.6000000238418579,0.5714285969734192,2,0.4,0.2459016393442623,1,0.9999999996023294,1,valid
0.6998099,0.6860358788808761,0.8959023995864079,0.3606684209868496,13,0.5199999809265137,0.5,2,0.42105263157894735,0.20512820512820512,1,1,1,1,1,1,-6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.9999999996023294,0.7587415,0.8560580344859173,0.9306644427530221,0.2021519587107054,8,0.29629629850387573,0.3333333432674408,2,0.32,0.19607843137254902,1,0.9986080784810581,1,0.698357,0.5249811765669773,0.9012806903143873,0.3406259172935594,18,0.6000000238418579,0.5714285969734192,2,0.48,0.11764705882352941,1,0.9999999999170199,1,valid
0.96598417,0.42881224548403196,0.7903705781430788,0.48017628744599816,15,0.7894737124443054,0.6000000238418579,1,0.3684210526315789,0.23076923076923078,1,1,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4068419280203515,1.0,0.42881224548403196,0.7903705780235782,0.48017628744599816,1,0.05263157933950424,0.4000000059604645,1,0.6111111111111112,0.0,1,0.995319042351773,1,0.8760678,0.7524006877513264,0.9352004129681157,0.24885146436443925,6,0.25,0.20000000298023224,1,0.8333333333333334,0.0,1,0.4068419280203515,1,valid
0.94719315,1.0000000000000002,0.9999999999999991,0.0,14,0.7368420958518982,0.800000011920929,2,0.47368421052631576,0.0,1,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.995319042351773,1.0,0.42881224548403196,0.7903705780235782,0.48017628744599816,1,0.05263157933950424,0.4000000059604645,1,0.5789473684210527,0.0,1,0.4068419280203515,1,0.8968094,0.3516581182565071,0.7951520059998405,0.47223963649449346,7,0.2916666567325592,0.4000000059604645,1,0.5789473684210527,0.0,1,0.4068419280203515,1,valid
0.8853194,0.3516581182565071,0.7951520064679298,0.47223963649449346,14,0.5833333134651184,0.800000011920929,1,0.3684210526315789,0.23076923076923078,1,1,1,1,1,0,-5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.4068419280203515,0.84930885,0.7524006877513264,0.9352004129681157,0.24885146436443925,6,0.25,0.20000000298023224,1,0.625,0.0,1,0.4068419280203515,1,0.8670742,0.3516581182565071,0.7951520059998405,0.47223963649449346,7,0.2916666567325592,0.4000000059604645,1,0.4583333333333333,0.0,1,0.995319042351773,1,valid
0.55516636,0.1959973280315706,0.7078452978846916,0.7068569855009261,24,0.7272727489471436,0.8571428656578064,1,0.3684210526315789,0.23076923076923078,4,1,1,1,1,2,-14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.4687221,0.04761731681350469,0.5864060143931749,0.8763036747256079,27,0.8181818127632141,1.0,1,0.18181818181818182,0.0,1,0.9999903964556792,1,0.4565107,0.11431998261029302,0.6385378090946918,0.7430720980751946,29,0.7837837934494019,1.0,1,0.18181818181818182,0.0,4,0.9999999645657348,1,cheating
0.55216825,0.04959558240973889,0.5945902622709363,0.8677193544003081,21,0.7777777910232544,0.8571428656578064,1,0.3684210526315789,0.20512820512820512,1,1,1,1,1,2,-8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.9999903964556792,0.49179918,0.04761731681350469,0.5864060143931749,0.8763036747256079,27,0.8181818127632141,1.0,1,0.2222222222222222,0.38181818181818183,4,0,1,0.602204,0.2092034266278574,0.6871546688441982,0.6766920800428063,23,0.6216216087341309,0.7142857313156128,2,0.25925925925925924,0.09090909090909091,4,0.9999999645657348,1,cheating
0.5394681,0.024071300229064355,0.6007956681133334,0.8814673361394969,29,0.7837837934494019,0.8571428656578064,1,0.3684210526315789,0.20512820512820512,4,1,1,1,1,2,-18,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.9999999645657348,0.46232757,0.11431998261029302,0.6385378090946918,0.7430720980751946,29,0.7837837934494019,1.0,1,0.16216216216216217,0.41333333333333333,4,0,1,0.5844536,0.2092034266278574,0.6871546688441982,0.6766920800428063,23,0.6216216087341309,0.7142857313156128,2,0.1891891891891892,0.28,1,0.9999903964556792,1,cheating
0.61421436,0.060540663920205386,0.6101529790798138,0.7400616422973879,11,0.5789473652839661,0.6000000238418579,1,0.3684210526315789,0.20512820512820512,4,1,1,1,1,2,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.16946150595865334,0.65156263,0.1180371895169161,0.6112958658865729,0.7566464957944116,19,0.7037037014961243,0.6000000238418579,2,0.5384615384615384,0.2222222222222222,1,0.9866296973389277,1,0.5269071,0.4335583432450316,0.8421267736112219,0.29921547072556,9,0.5,0.3333333432674408,1,0.5384615384615384,0.2222222222222222,4,0.16946150595865334,1,valid
0.8578763,0.7970130270060793,0.8853907667687375,0.22976614053580763,11,0.40740740299224854,0.20000000298023224,1,0.8421052631578947,0.0,1,1,1,1,1,0,-8,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.9866296973389277,0.62716246,0.1180371895169161,0.6112958658865729,0.7566464957944116,19,0.7037037014961243,0.6000000238418579,1,0.25925925925925924,0.14545454545454545,4,0.16946150595865334,1,0.5251186,0.1493101969116481,0.6170095496181217,0.7455176831653627,22,0.8148148059844971,0.6000000238418579,1,0.25925925925925924,0.14545454545454545,4,0.16946150595865334,1,valid
0.5149801,0.1838042036867294,0.6042153241458912,0.7322833572645783,14,0.7368420958518982,0.6000000238418579,1,0.3684210526315789,0.20512820512820512,4,1,1,1,1,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.16946150595865334,0.5125023,0.4335583432450316,0.8421267736112219,0.29921547072556,9,0.5,0.3333333432674408,1,0.3888888888888889,0.2972972972972973,4,0.16946150595865334,1,0.53580534,0.1493101969116481,0.6170095496181217,0.7455176831653627,22,0.8148148059844971,0.6000000238418579,2,0.3888888888888889,0.2972972972972973,1,0.9866296973389277,1,valid
0.71207136,0.5697413722532773,0.814320293847606,0.45181604585127827,10,0.5263158082962036,0.4000000059604645,1,0.5789473684210527,0.10256410256410256,1,1,1,1,1,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9986080784810581,0.6202393,0.14212383148323152,0.6892647193703505,0.5596219201527536,7,0.4117647111415863,0.5,1,0.4117647058823529,0.2857142857142857,1,0.9943120159944866,1,0.72725916,0.5697413736267721,0.8143202949288206,0.45181604585127827,6,0.31578946113586426,0.4000000059604645,1,0.6470588235294118,0.17142857142857143,1,0.9999874790210875,1,valid
0.57843345,0.0797229965021446,0.6892636750014354,0.695163749989003,11,0.5789473652839661,0.6000000238418579,1,0.3684210526315789,0.20512820512820512,1,1,1,1,1,1,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.9943120159944866,0.62276894,0.14212383148323152,0.6892647193703505,0.5596219201527536,7,0.4117647111415863,0.5,1,0.4375,0.2727272727272727,1,0.9986080784810581,1,0.60354614,0.07972299787562334,0.6892636768491384,0.695163749989003,10,0.5263158082962036,0.6000000238418579,1,0.4375,0.2727272727272727,1,0.9999874790210875,1,valid
0.8948943,0.9999999999999984,0.9999999999999984,0.0,8,0.42105263471603394,0.4000000059604645,1,0.7894736842105263,0.0,1,1,1,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.9999874790210875,0.72768533,0.5697413736267721,0.8143202949288206,0.45181604585127827,6,0.31578946113586426,0.4000000059604645,1,0.5789473684210527,0.20512820512820512,1,0.9986080784810581,1,0.5995058,0.07972299787562334,0.6892636768491384,0.695163749989003,10,0.5263158082962036,0.6000000238418579,1,0.3684210526315789,0.3076923076923077,1,0.9943120159944866,1,valid
0.6959413,0.3218066606569896,0.7863662448431576,0.5023190947336853,7,0.3499999940395355,0.4000000059604645,1,0.5789473684210527,0.20512820512820512,4,1,1,1,1,1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.16946150595865334,0.60584295,0.3203766900212091,0.7785360222637245,0.4848358774814308,9,0.44999998807907104,0.4000000059604645,1,0.55,0.21951219512195122,1,0.9943120159944866,1,0.80507344,0.32348627738424524,0.834345450290698,0.29082054355430603,8,0.4000000059604645,0.25,1,0.6,0.1951219512195122,4,0.16946150595865334,1,valid
0.6124503,0.25919167058839376,0.8128536519703544,0.44208169757544996,7,0.3499999940395355,0.4000000059604645,1,0.5789473684210527,0.20512820512820512,1,1,1,1,1,0,-1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.9943120159944866,0.6277095,0.3203766900212091,0.7785360222637245,0.4848358774814308,9,0.44999998807907104,0.4000000059604645,1,0.55,0.21951219512195122,4,0.16946150595865334,1,0.59765023,0.39716110693596873,0.8437397948478177,0.41976422457854745,8,0.4000000059604645,0.4000000059604645,1,0.55,0.21951219512195122,4,0.16946150595865334,1,valid
0.6110474,0.2842316492514489,0.7791486923020923,0.5077571575221419,7,0.3684210479259491,0.4000000059604645,1,0.5789473684210527,0.20512820512820512,4,1,1,1,1,1,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.16946150595865334,0.8356043,0.32348627738424524,0.834345450290698,0.29082054355430603,8,0.4000000059604645,0.25,1,0.75,0.12121212121212122,4,0.16946150595865334,1,0.61095405,0.39716110693596873,0.8437397948478177,0.41976422457854745,8,0.4000000059604645,0.4000000059604645,1,0.6875,0.15151515151515152,1,0.9943120159944866,1,valid
